simbad_MAIN_ID,simbad_RA_ICRS,simbad_DEC_ICRS,simbad_ID_HD,simbad_SP_TYPE,simbad_OTYPE,simbad_OTYPE_V,simbad_OTYPE_3,simbad_RA_current,simbad_DEC_current,DEC,RA,simbad_separation_RADEC_ICRSJ2000,simbad_separation_RADEC_current,simbad_FLUX_V,simbad_PMRA,simbad_PMDEC,simbad_FLUX_R,simbad_FLUX_G,simbad_FLUX_J,simbad_FLUX_H,simbad_FLUX_K,simbad_FLUX_I,visible_from_Paranal
2MASS J04182909+2826191,04 18 29.0976,+28 26 19.114,,,YSO,Young Stellar Object,Y*O,04 18 29.0997,+28 26 19.100,28 26 19.1148,4 18 29.0976,0.0007999999904409851,0.03140485003342366,,,,,,14.904999732971191,11.630999565124512,9.935999870300293,,True
2MASS J04183444+2830302,04 18 34.4469,+28 30 30.225,,M0,YSO,Young Stellar Object,Y*O,04 18 34.4490,+28 30 30.211,28 30 30.2256,4 18 34.447,0.0009927131113024845,0.030597614994499516,,,,,,13.77299976348877,10.708000183105469,9.21500015258789,,True
2MASS J04194657+2712552,04 19 46.5746,+27 12 55.209,,M7.5,YSO,Young Stellar Object,Y*O,04 19 46.5767,+27 12 55.195,27 12 55.2096,4 19 46.5746,0.0008029345031386629,0.03111696640760877,,,,,,,14.031000137329102,11.888999938964844,,True
2MASS J04195040+2820485,04 19 50.4091,+28 20 48.577,,L0,brownD*,Brown Dwarf (M<0.08solMass),BD*,04 19 50.4112,+28 20 48.563,28 20 48.5772,4 19 50.4091,0.000331225333944992,0.03091319246936477,,,,,,17.0939998626709,16.059999465942383,15.637999534606934,,True
2MASS J04202144+2813491,04 20 21.4428,+28 13 49.173,,M1,YSO,Young Stellar Object,Y*O,04 20 21.4449,+28 13 49.159,28 13 49.1736,4 20 21.4428,0.00060000002145573,0.031359190323276095,,,,,,15.82699966430664,14.755000114440918,14.053000450134277,,True
2MASS J04210749+2703022,04 21 07.4918,+27 03 02.228,,M5-M7,low-mass*,Low-mass star (M<1solMass),LM*,04 21 07.4939,+27 03 02.214,27 03 02.2284,4 21 07.4918,0.0006674907691148252,0.03105951971587067,,,,,,,14.840999603271484,12.795000076293945,,True
Gaia DR2 152416436443721728,04 21 09.3518,+27 50 36.596,,,Candidate_YSO,Young Stellar Object Candidate,Y*?,04 21 09.3539,+27 50 36.582,27 50 36.3592,4 21 09.3392,0.28992651454504276,0.29616405564334847,,7.952,-26.851,,15.042200088500977,,,,,True
2MASS J04220007+1530248,04 22 00.0756,+15 30 24.847,,,YSO,Young Stellar Object,Y*O,04 22 00.0774,+15 30 24.832,15 30 24.8472,4 22 00.0756,0.00020000001478524736,0.03013191420311486,,,,,,,,14.722000122070312,,True
2MASS J04220069+2657324,04 22 00.6974,+26 57 32.486,,,YSO,Young Stellar Object,Y*O,04 22 00.6995,+26 57 32.472,26 57 32.4864,4 22 00.6974,0.0006678394796198854,0.03107939498142839,,,,,,15.081999778747559,13.35099983215332,11.753000259399414,,True
2MASS J04270266+2605304,04 27 02.6659,+26 05 30.379,,,YSO,Young Stellar Object,Y*O,04 27 02.6679,+26 05 30.364,26 05 30.379,4 27 02.6659,0.0003990731722509982,0.03048118482425583,,,,,,14.576000213623047,12.932000160217285,11.593999862670898,,True
2MASS J04274951+2738155,04 27 49.5160,+27 38 15.572,,M9.5,low-mass*,Low-mass star (M<1solMass),LM*,04 27 49.5181,+27 38 15.557,27 38 15.5724,4 27 49.5161,0.0011358416308575243,0.030946607268010833,,,,,,16.09600067138672,15.442000389099121,14.640000343322754,,True
** KON    2B,04 28 42.6276,+27 14 03.599,,,Star,Star,*,04 28 42.6297,+27 14 03.584,27 14 03.9084,4 28 42.6348,0.32395926987675505,0.3314543612028349,,9.83,-26.556,,17.446199417114258,,,,,True
** KON    2B,04 28 42.6276,+27 14 03.599,,,Star,Star,*,04 28 42.6297,+27 14 03.584,27 14 03.9084,4 28 42.6348,0.32395926987675505,0.3314543612028349,,9.83,-26.556,,17.446199417114258,,,,,True
2MASS J04293209+2430597,04 29 32.0954,+24 30 59.752,,,YSO,Young Stellar Object,Y*O,04 29 32.0974,+24 30 59.737,24 30 59.7528,4 29 32.0954,0.0009685101164319068,0.031067130390251843,,,,,,,15.647000312805176,13.717000007629395,,True
2MASS J04314444+1808315,04 31 44.4468,+18 08 31.538,,,YSO,Young Stellar Object,Y*O,04 31 44.4486,+18 08 31.523,18 08 31.5384,4 31 44.4468,0.00040000000667048894,0.029924578781643122,,,,,,16.60700035095215,13.633999824523926,11.406000137329102,,True
2MASS J04320157+1815229,04 32 01.5732,+18 15 22.960,,M9.5,low-mass*,Low-mass star (M<1solMass),LM*,04 32 01.5750,+18 15 22.945,18 15 22.9608,4 32 01.5732,0.0008000000133409792,0.030118060432641723,,,,,,,16.020000457763672,15.020999908447266,,True
XEST 17-OM-068,04 33 52.4290,+22 56 32.480,,,Star,Star,*,04 33 52.4310,+22 56 32.465,22 56 26.9052,4 33 52.5226,5.722646216441185,5.701843019512814,,2.017,-1.219,,17.55270004272461,,,14.40999984741211,,True
2MASS J04335546+1838390,04 33 55.4773,+18 38 39.027,,M3.7,TTau*,T Tau-type Star,TT*,04 33 55.4792,+18 38 39.011,18 38 39.0271,4 33 55.4773,0.0006367738960146325,0.030914511696571046,14.850000381469727,14.0,-16.6,14.609999656677246,,10.531999588012695,9.868000030517578,9.61299991607666,,True
2MASS J04360678+2425500,04 36 06.7896,+24 25 50.080,,M9.5,low-mass*,Low-mass star (M<1solMass),LM*,04 36 06.7916,+24 25 50.065,24 25 50.0808,4 36 06.7896,0.0008000000018909822,0.031554535531423754,,,,,,16.886999130249023,15.970000267028809,15.45300006866455,,True
2MASS J04373705+2331080,04 37 37.0504,+23 31 08.068,,L1.5,brownD*,Brown Dwarf (M<0.08solMass),BD*,04 37 37.0524,+23 31 08.053,23 31 08.0688,4 37 37.0505,0.0013604011051225127,0.030773334791231555,,15.86,-54.79,,,17.384000778198242,16.132999420166016,15.437000274658203,,True
2MASS J05044950+2510187,05 04 49.5043,+25 10 18.789,,L0,brownD*,Brown Dwarf (M<0.08solMass),BD*,05 04 49.5062,+25 10 18.772,25 10 18.7896,5 04 49.5043,0.0006585727784199553,0.03100214656981775,,,,,,,16.003999710083008,14.918000221252441,,True
2MASS J11062942-7724586,11 06 29.426,-77 24 58.64,,M6,Candidate_YSO,Young Stellar Object Candidate,Y*?,11 06 29.433,-77 24 58.65,-77 24 58.64,11 06 29.426,4.7785930366958876e-06,0.02496691127959211,,,,,,,15.199999809265137,13.807999610900879,,True
2MASS J11082570-7716396,11 08 25.7052,-77 16 39.619,,M8,YSO,Young Stellar Object,Y*O,11 08 25.7118,-77 16 39.632,-77 16 39.6192,11 08 25.7052,0.00019999998043525072,0.025282106228512603,,,,23.459999084472656,,16.5939998626709,15.52400016784668,14.401000022888184,20.75,True
Gaia DR2 5225314975333685248,11 17 52.1606,-76 29 38.682,,,Candidate_YSO,Young Stellar Object Candidate,Y*?,11 17 52.1671,-76 29 38.694,-76 29 39.264,11 17 52.1167,0.6019580761363102,0.5966980480717028,,-21.195,-0.714,,15.399800300598145,,,,,True
2MASS J15430131-3409153,15 43 01.3164,-34 09 15.303,,,YSO,Young Stellar Object,Y*O,15 43 01.3187,-34 09 15.292,-34 09 15.3036,15 43 01.3164,0.0006000000443557239,0.030816367613931944,,,,18.3799991607666,,,15.477999687194824,14.116000175476074,21.719999313354492,True
2MASS J15450634-3417378,15 45 06.343,-34 17 37.83,,,Candidate_YSO,Young Stellar Object Candidate,Y*?,15 45 06.345,-34 17 37.82,-34 17 37.83,15 45 06.343,1.5565580622796158e-05,0.02672140422500293,,,,,,15.555999755859375,13.519000053405762,12.102999687194824,,True
2MASS J16011549-4152351,16 01 15.492,-41 52 35.19,,,YSO,Young Stellar Object,Y*O,16 01 15.495,-41 52 35.18,-41 52 35.19,16 01 15.492,1.199998600308592e-05,0.03497023373192858,,,,,,16.440000534057617,14.470000267028809,12.850000381469727,,True
2MASS J16075475-3915446,16 07 54.751,-39 15 44.63,,,YSO,Young Stellar Object,Y*O,16 07 54.753,-39 15 44.62,-39 15 44.63,16 07 54.751,1.2260734015182455e-05,0.025277129629118406,,,,21.90999984741211,,17.200000762939453,16.118000030517578,14.45300006866455,19.920000076293945,True
2MASS J16080175-3912316,16 08 01.759,-39 12 31.66,,,YSO,Young Stellar Object,Y*O,16 08 01.761,-39 12 31.65,-39 12 31.66,16 08 01.759,1.8505572891696376e-05,0.025290271271503614,,,,,,16.399999618530273,15.0600004196167,14.25,,True
2MASS J16085828-3907355,16 08 58.287,-39 07 35.55,,,YSO,Young Stellar Object,Y*O,16 08 58.289,-39 07 35.54,-39 07 35.55,16 08 58.287,1.2000031803156009e-05,0.025334862119515158,,,,,,17.389999389648438,16.510000228881836,12.51200008392334,,True
2MASS J16085834-3907491,16 08 58.347,-39 07 49.17,,,YSO,Young Stellar Object,Y*O,16 08 58.349,-39 07 49.16,-39 07 49.17,16 08 58.347,7.936947098634853e-11,0.02532897377758797,,,,,,17.530000686645508,16.6200008392334,15.149999618530273,,True
2MASS J16091644-3904438,16 09 16.447,-39 04 43.81,,,YSO,Young Stellar Object,Y*O,16 09 16.449,-39 04 43.80,-39 04 43.81,16 09 16.447,1.0137971548768143e-05,0.02533445974528644,,,,,,17.790000915527344,16.440000534057617,15.15999984741211,,True
2MASS J16092032-3904015,16 09 20.328,-39 04 01.53,,,YSO,Young Stellar Object,Y*O,16 09 20.330,-39 04 01.52,-39 04 01.53,16 09 20.328,1.2000008902375224e-05,0.025352895711112797,,,,,,18.209999084472656,16.020000457763672,14.89900016784668,,True
2MASS J16092317-3904074,16 09 23.171,-39 04 07.47,,,YSO,Young Stellar Object,Y*O,16 09 23.173,-39 04 07.46,-39 04 07.47,16 09 23.171,1.5192069815435887e-05,0.025360955196206965,,,,,,16.920000076293945,15.229999542236328,13.123000144958496,,True
2MASS J16092697-3836269,16 09 26.975,-38 36 26.92,,M4.5,YSO,Young Stellar Object,Y*O,16 09 26.977,-38 36 26.91,-38 36 26.92,16 09 26.975,1.2326055491988351e-05,0.025498668881968473,,,,16.309999465942383,,12.552000045776367,11.6899995803833,10.946999549865723,14.739999771118164,True
2MASS J16093928-3904316,16 09 39.290,-39 04 31.69,,,YSO,Young Stellar Object,Y*O,16 09 39.292,-39 04 31.68,-39 04 31.69,16 09 39.29,1.85144154868286e-05,0.02534787274274272,,,,,,17.690000534057617,15.670000076293945,13.380000114440918,,True
2MASS J16102741-3902299,16 10 27.417,-39 02 29.98,,,YSO,Young Stellar Object,Y*O,16 10 27.419,-39 02 29.97,-39 02 29.98,16 10 27.417,3.999987701497711e-06,0.02535429128276429,,,,21.729999542236328,,16.59000015258789,15.289999961853027,14.727999687194824,19.260000228881836,True
2MASS J16213872-2253285,16 21 38.725,-22 53 28.57,,,Candidate_YSO,Young Stellar Object Candidate,Y*?,16 21 38.727,-22 53 28.56,-22 53 28.572,16 21 38.7252,0.003411484412185825,0.027616957046913672,,,,,,17.011999130249023,15.869000434875488,15.107999801635742,,True
2MASS J16214513-2342316,16 21 45.137,-23 42 31.62,,,YSO,Young Stellar Object,Y*O,16 21 45.139,-23 42 31.60,-23 42 31.6152,16 21 45.1366,0.007717346873872628,0.036797103963991294,,,,,,16.25200080871582,14.71500015258789,13.576000213623047,,True
2MASS J16233223-2425536,16 23 32.230,-24 25 53.64,,,Candidate_YSO,Young Stellar Object Candidate,Y*?,16 23 32.232,-24 25 53.62,-24 25 53.6376,16 23 32.2303,0.004985834718419405,0.028916495678408802,,,,,,,15.746000289916992,14.604999542236328,,True
Gaia DR2 6050944166504697728,16 25 32.5434,-23 26 26.388,,,Candidate_YSO,Young Stellar Object Candidate,Y*?,16 25 32.5454,-23 26 26.373,-23 26 26.4588,16 25 32.5337,0.15134853882505503,0.18269274824045798,,-6.84,-24.099,,14.550600051879883,,,,,True
2MASS J16271643-2431145,16 27 16.438,-24 31 14.55,,,YSO,Young Stellar Object,Y*O,16 27 16.440,-24 31 14.54,-24 31 14.55,16 27 16.438,1.622344597551909e-05,0.029054178303055903,,,,,,,,15.088000297546387,,True
2MASS J16274178-2442346,16 27 41.788,-24 42 34.60,,,YSO,Young Stellar Object,Y*O,16 27 41.790,-24 42 34.59,-24 42 34.6,16 27 41.788,1.1612107968631685e-05,0.029018265207734272,,,,,,21.31999969482422,,15.109999656677246,,True
2MASS J16274825-2442256,16 27 48.25,-24 42 25.6,,,Candidate_brownD*,Brown Dwarf Candidate,BD?,16 27 48.25,-24 42 25.6,-24 42 25.6,16 27 48.25,1.1612313441078847e-05,1.1612313441078847e-05,,-9.7,-20.6,,,20.760000228881836,16.920000076293945,14.418000221252441,,True
2MASS J16313679-2404200,16 31 36.80,-24 04 20.1,,,YSO,Young Stellar Object,Y*O,16 31 36.80,-24 04 20.1,-24 04 20.1,16 31 36.8,1.0956172748829376e-05,1.0956172748829376e-05,,,,,,15.736000061035156,13.845999717712402,12.501999855041504,,True
2MASS J16395292-2419314,16 39 52.927,-24 19 31.43,,,Candidate_YSO,Young Stellar Object Candidate,Y*?,16 39 52.929,-24 19 31.41,-24 19 31.4292,16 39 52.9272,0.0028483171777661212,0.03120810318525097,,,,,,17.268999099731445,15.722999572753906,14.927000045776367,,True
2MASS J16442430-2401250,16 44 24.300,-24 01 25.05,,,Candidate_YSO,Young Stellar Object Candidate,Y*?,16 44 24.302,-24 01 25.04,-24 01 25.0536,16 44 24.3005,0.00749719773500106,0.02487249647132372,,,,,,15.571000099182129,14.585000038146973,13.79800033569336,,True
2MASS J18570785-3654041,18 57 07.854,-36 54 04.11,,,YSO,Young Stellar Object,Y*O,18 57 07.856,-36 54 04.09,-36 54 04.1112,18 57 07.8542,0.0031189126656741588,0.029918714973574224,,,,,,14.059000015258789,13.479000091552734,12.996000289916992,,True
2MASS J19013385-3657448,19 01 33.859,-36 57 44.83,,M2-M3,YSO,Young Stellar Object,Y*O,19 01 33.861,-36 57 44.81,-36 57 44.83,19 01 33.859,1.2487629196181831e-05,0.03121640830174307,,,,,,14.449999809265137,11.90999984741211,10.473999977111816,,True
2MASS J19015112-3654122,19 01 51.129,-36 54 12.28,,M2,YSO,Young Stellar Object,Y*O,19 01 51.131,-36 54 12.26,-36 54 12.28,19 01 51.129,4.000010604049126e-06,0.031230347404173943,,,,,,14.914999961853027,12.690999984741211,11.364999771118164,,True
2MASS J19015173-3655143,19 01 51.74,-36 55 14.3,,,YSO,Young Stellar Object,Y*O,19 01 51.74,-36 55 14.3,-36 55 14.3,19 01 51.74,1.039387921935042e-05,1.039387921935042e-05,,,,,,,,14.90999984741211,,True
2MASS J19020410-3657013,19 02 04.11,-36 57 01.3,,,YSO,Young Stellar Object,Y*O,19 02 04.11,-36 57 01.3,-36 57 01.3,19 02 04.11,3.999999154048163e-06,3.999999154048163e-06,,,,,,,15.109999656677246,13.529999732971191,,True
2MASS J19021464-3700328,19 02 14.648,-37 00 32.86,,,YSO,Young Stellar Object,Y*O,19 02 14.650,-37 00 32.84,-37 00 32.86,19 02 14.648,1.2482862947637171e-05,0.031219838197467174,,,,,,,15.663000106811523,12.95199966430664,,True
2MASS J19031185-3709020,19 03 11.851,-37 09 02.02,,M5.0,YSO,Young Stellar Object,Y*O,19 03 11.853,-37 09 02.00,-37 09 02.02,19 03 11.851,1.0367398963759876e-05,0.031163190629550502,,,,16.81999969482422,,12.029999732971191,11.248000144958496,10.833999633789062,,True
BBRCG 13,16 26 51.9710,-24 30 39.495,,,YSO,Young Stellar Object,Y*O,16 26 51.9730,-24 30 39.480,-24 30 39.4956,16 26 51.971,0.0008111958573474184,0.03096692882888434,,,,,,21.299999237060547,16.520000457763672,13.458000183105469,,True
BBRCG 14,16 26 53.4693,-24 32 36.247,,,YSO,Young Stellar Object,Y*O,16 26 53.4713,-24 32 36.232,-24 32 36.2472,16 26 53.4694,0.0008427577781575915,0.030524404160784613,,,,,,21.829999923706055,,13.119000434875488,,True
BBRCG 39,16 27 18.3804,-24 39 14.684,,,YSO,Young Stellar Object,Y*O,16 27 18.3824,-24 39 14.669,-24 39 14.6844,16 27 18.3804,0.0004000000066705322,0.031313826331268946,,-5.1,-23.6,,,,15.53499984741211,12.229000091552734,,True
BBRCG 58,16 27 32.1376,-24 29 43.569,,,YSO,Young Stellar Object,Y*O,16 27 32.1397,-24 29 43.554,-24 29 43.5696,16 27 32.1377,0.0012459733009064283,0.031679975211503265,,,,,,18.350000381469727,15.027999877929688,13.03600025177002,,True
BKLT J162546-242337,16 25 46.6291,-24 23 36.110,,,Candidate_brownD*,Brown Dwarf Candidate,BD?,16 25 46.6311,-24 23 36.095,-24 23 36.1104,16 25 46.6291,0.00048440574309788773,0.031125449008054612,,,,,,18.8700008392334,16.30699920654297,15.017000198364258,,True
BKLT J162703-242007,16 27 03.5908,-24 20 05.445,,M1.5,YSO,Young Stellar Object,Y*O,16 27 03.5929,-24 20 05.430,-24 20 05.4456,16 27 03.5909,0.0012471919174345556,0.03171053247725268,,,,,,17.243999481201172,14.913999557495117,13.559000015258789,,True
BKLT J162721-242728,16 27 21.8342,-24 27 27.586,,,YSO,Young Stellar Object,Y*O,16 27 21.8362,-24 27 27.572,-24 27 27.5868,16 27 21.8342,0.0009686544602930227,0.030581650118539604,,,,,,,18.709999084472656,14.506999969482422,,True
BKLT J162741-244645,16 27 41.6102,-24 46 44.742,,,YSO,Young Stellar Object,Y*O,16 27 41.6122,-24 46 44.727,-24 46 44.742,16 27 41.6102,0.0005447583674300289,0.03061902304805486,,0.8,-25.3,,,17.202999114990234,15.333999633789062,13.54800033569336,,True
BKLT J162858-244054,16 28 57.8688,-24 40 54.915,,,Candidate_brownD*,Brown Dwarf Candidate,BD?,16 28 57.8708,-24 40 54.900,-24 40 54.9156,16 28 57.8688,0.0005999999871057468,0.03140738737802736,,,,,,18.739999771118164,15.793999671936035,13.876999855041504,,True
CHXR 30A,11 07 59.9490,-77 17 30.542,,K8,YSO,Young Stellar Object,Y*O,11 07 59.9557,-77 17 30.555,-77 17 32,11 08 00.3,1.8620367780258287,1.8381291852816997,,-17.848,-2.915,18.299999237060547,17.376100540161133,11.805000305175781,9.920999526977539,9.093999862670898,15.779999732971191,True
CRBR 2315.8-1700,16 26 17.2293,-24 23 45.366,,,YSO,Young Stellar Object,Y*O,16 26 17.2313,-24 23 45.351,-24 23 45.366,16 26 17.2294,0.0008196417616795532,0.030452300929257898,,,,,,,15.461000442504883,12.25100040435791,,True
CRBR 2317.5-1729,16 26 18.9823,-24 24 14.259,,,YSO,Young Stellar Object,Y*O,16 26 18.9843,-24 24 14.245,-24 24 14.2596,16 26 18.9823,0.0006592695414627288,0.030735497915322985,,,,,,16.138999938964844,13.75100040435791,11.937000274658203,,True
CRBR 2356.6-3058,16 26 58.2787,-24 37 40.958,,,YSO,Young Stellar Object,Y*O,16 26 58.2807,-24 37 40.943,-24 37 40.9584,16 26 58.2787,0.0004841183969008145,0.031081601357042632,,,,,,,18.049999237060547,14.406999588012695,,True
CRBR 2422.8-3423,16 27 24.6132,-24 41 03.408,,,YSO,Young Stellar Object,Y*O,16 27 24.6152,-24 41 03.393,-24 41 03.408,16 27 24.6132,9.296860668797449e-11,0.03111327467574572,,-12.2,-20.8,,,,18.600000381469727,13.675000190734863,,True
Elia 2-32,16 27 28.4457,-24 27 21.034,,K6.5,YSO,Young Stellar Object,Y*O,16 27 28.4477,-24 27 21.020,-24 27 21.0348,16 27 28.4458,0.0011450655210948606,0.03034330064372204,,,,,,15.73900032043457,12.4399995803833,10.10099983215332,,True
Elia 2-33,16 27 30.1802,-24 27 43.365,,M2,YSO,Young Stellar Object,Y*O,16 27 30.1822,-24 27 43.350,-24 27 43.3656,16 27 30.1802,0.000811338840059931,0.030975917724929754,,,,,,15.321000099182129,11.515000343322754,9.02400016784668,,True
EM* LkCa   15,04 39 17.7912,+22 21 03.387,,K5:Ve,Orion_V*,Variable Star of Orion Type,Or*,04 39 17.7932,+22 21 03.372,22 21 03.3877,4 39 17.7913,0.0013164748603308807,0.03088564042749892,12.029999732971191,10.471,-17.383,11.609999656677246,11.588700294494629,9.423999786376953,8.600000381469727,8.163000106811523,,True
EM* LkCa   15,04 39 17.7912,+22 21 03.387,,K5:Ve,Orion_V*,Variable Star of Orion Type,Or*,04 39 17.7932,+22 21 03.372,22 21 03.3877,4 39 17.7913,0.0013164748603308807,0.03088564042749892,12.029999732971191,10.471,-17.383,11.609999656677246,11.588700294494629,9.423999786376953,8.600000381469727,8.163000106811523,,True
EM* LkCa   15,04 39 17.7912,+22 21 03.387,,K5:Ve,Orion_V*,Variable Star of Orion Type,Or*,04 39 17.7932,+22 21 03.372,22 21 03.3877,4 39 17.7913,0.0013164748603308807,0.03088564042749892,12.029999732971191,10.471,-17.383,11.609999656677246,11.588700294494629,9.423999786376953,8.600000381469727,8.163000106811523,,True
EM* LkHA  331,04 31 23.8146,+24 10 52.983,,M4.5V,TTau*,T Tau-type Star,TT*,04 31 23.8166,+24 10 52.968,24 10 52.9831,4 31 23.8146,0.0006676942877890097,0.03069332075520129,14.729999542236328,8.6,-17.8,14.979999542236328,,9.729000091552734,9.0600004196167,8.767999649047852,,True
EQ 185828.2-370058,19 01 50.6,-36 56 38,,,,,,19 01 50.6,-36 56 38,-36 56 38,19 01 50.6,1.0391161155741574e-05,1.0391161155741574e-05,,,,,,,,,,True
SSTgbs J1902330-365821,19 02 33.0821,-36 58 21.261,,M,Em*,Emission-line Star,Em*,19 02 33.0838,-36 58 21.239,-36 58 22,19 02 33.1,0.7695139802497909,0.7853830422796615,,6.219,-32.563,,14.521300315856934,10.585000038146973,9.263999938964844,8.446000099182129,,True
ESO-HA  569,11 11 10.8328,-76 41 57.433,,M2.5,YSO,Young Stellar Object,Y*O,11 11 10.8393,-76 41 57.446,-76 41 57.4332,11 11 10.8329,0.0003409061109462319,0.02558675325859585,20.280000686645508,,,18.770000686645506,,15.954000473022461,15.059000015258789,14.579000473022461,17.34000015258789,True
GBS-VLA J043134.15+180804.6,04 31 34.15,+18 08 04.6,,,Radio,Radio-source,Rad,04 31 34.15,+18 08 04.6,18 08 04.6,4 31 34.15,1.2085119399792025e-05,1.2085119399792025e-05,,,,,,,,,,True
V* GI Tau,04 33 34.0608,+24 21 17.067,,K5Ve,Orion_V*,Variable Star of Orion Type,Or*,04 33 34.0628,+24 21 17.052,24 21 18,4 33 34,1.2493061786337794,1.2787264949560764,13.699999809265137,5.883,-20.551,12.149999618530273,12.69890022277832,9.340999603271484,8.418000221252441,7.888000011444092,11.0600004196167,True
** CHN    8B,04 35 40.9653,+24 11 06.793,,,Star,Star,*,04 35 40.9673,+24 11 06.778,24 11 06,4 35 41,0.9242764169306533,0.8974871401439101,,4.942,-21.696,,17.521099090576172,,,,,True
Ass Cha T 2-54,11 12 42.6696,-77 22 22.928,,G8+K7,TTau*,T Tau-type Star,TT*,11 12 42.6763,-77 22 22.941,-77 22 24,11 12 43,1.5240994980806102,1.499352044721278,11.102999687194824,-23.748,-0.325,10.582999687194825,10.64330005645752,8.645000457763672,8.041999816894531,7.880000114440918,9.652999877929688,True
CD-33 10685,15 45 12.8670,-34 17 30.646,,K3Ve,Orion_V*,Variable Star of Orion Type,Or*,15 45 12.8693,-34 17 30.635,-34 17 30,15 45 13,1.770307365441239,1.7397557007880455,10.223999977111816,-13.625,-21.605,9.600000381469727,9.754599571228027,7.572999954223633,6.866000175476074,6.480000019073486,8.6850004196167,True
GSS 26,16 26 10.3315,-24 20 54.823,,M0,YSO,Young Stellar Object,Y*O,16 26 10.3335,-24 20 54.808,-24 20 54.8232,16 26 10.3315,0.00033867657722110077,0.03103533611298986,,,,,,14.369999885559082,10.850000381469727,8.475000381469727,,True
** REP   40A,16 26 42.8481,-24 20 30.010,,,Star,Star,*,16 26 42.8501,-24 20 29.996,-24 20 29.8608,16 26 42.8542,0.17064490586078068,0.1461429491334842,,-6.686,-24.854,,16.43720054626465,,,,,True
NAME Haro 6-37 A,04 46 58.9704,+17 02 37.880,,K7e,TTau*,T Tau-type Star,TT*,04 46 58.9722,+17 02 37.864,17 02 38.1948,4 46 58.9795,0.3408893323553421,0.3470575515792395,,6.184,-12.699,13.9399995803833,12.658499717712402,,,,,True
HD  28867A,04 33 33.0532,+18 01 00.200,HD 28867A,,Star,Star,*,04 33 33.0551,+18 01 00.184,18 01 00.1893,4 33 33.0492,0.05869202575506321,0.08497642126046917,6.960000038146973,8.012,-19.606,,6.867700099945068,,,,,True
HH 185,15 43 01.311,-34 09 14.81,,,HH,Herbig-Haro Object,HH,15 43 01.313,-34 09 14.80,-34 09 14.81,15 43 01.311,3.999987700708287e-06,0.026765762288933938,,,,,,15.963000297546387,13.991999626159668,12.326000213623047,,True
HH 192,04 39 53.86,+26 03 10.0,,,HH,Herbig-Haro Object,HH,04 39 53.86,+26 03 10.0,26 03 10,4 39 53.86,1.3424735114610091e-05,1.3424735114610091e-05,,,,,,,,,,True
V* DP Tau,04 42 37.6996,+25 15 36.992,,M0.8,Orion_V*,Variable Star of Orion Type,Or*,04 42 37.7016,+25 15 36.976,25 15 38,4 42 37.6,1.685718403996434,1.7170355526819197,13.699999809265137,3.3,-14.3,14.420000076293945,13.51039981842041,10.994999885559082,9.689000129699707,8.760000228881836,,True
Haro 6-33,04 41 38.8300,+25 56 26.681,,M0.5,TTau*,T Tau-type Star,TT*,04 41 38.8320,+25 56 26.666,25 56 26,4 41 38.9,1.164152660926327,1.1335036710889363,18.399999618530273,2.504,-15.483,17.089999618530275,15.936300277709961,11.848999977111816,10.123000144958496,9.199999809265137,,True
Ass Cha T 1-23,11 09 53.4191,-76 34 25.652,,G9IIIe,Orion_V*,Variable Star of Orion Type,Or*,11 09 53.4255,-76 34 25.665,-76 34 25,11 09 53.8,1.4782073970701326,1.4640939300122318,19.5,-26.889,2.127,15.100000381469727,14.057600021362305,9.470000267028809,7.789999961853027,6.456999778747559,13.520000457763672,True
Hn 21W,11 14 24.5185,-77 33 06.401,,M4e,YSO,Young Stellar Object,Y*O,11 14 24.5254,-77 33 06.414,-77 33 06.3,11 14 24.53,0.10762635698713667,0.11496583411887297,18.200000762939453,-22.594,0.427,16.550000762939455,15.898200035095215,11.982000350952148,11.086000442504883,10.640000343322754,14.239999771118164,True
IRAS 04016+2610,04 04 43.0706,+26 18 56.390,,,YSO,Young Stellar Object,Y*O,04 04 43.0727,+26 18 56.377,26 18 56.3904,4 04 43.0706,0.0006702607719598859,0.030768845836663273,,,,,,,12.970000267028809,9.859000205993652,,True
[BHS98] MHO  1,04 14 26.2709,+28 06 03.288,,M2.5,TTau*,T Tau-type Star,TT*,04 14 26.2730,+28 06 03.274,28 06 04.5,4 14 26.31,1.317804096715674,1.3201364152442083,,5.54,-27.639,,19.3572998046875,12.475000381469727,9.880000114440918,7.78000020980835,,True
IRAS 04166+2708,04 19 41.4811,+27 16 07.017,,,YSO,Young Stellar Object,Y*O,04 19 41.4832,+27 16 07.003,27 16 07.0176,4 19 41.4811,0.0006565880447523462,0.031341062854973324,,,,,,14.711999893188477,13.40999984741211,12.616000175476074,,True
IRAS 04169+2702,04 19 58.4493,+27 09 57.067,,K0-M4,YSO,Young Stellar Object,Y*O,04 19 58.4514,+27 09 57.053,27 09 57.0672,4 19 58.4494,0.000825319428305772,0.030705242677711755,,,,,,,14.157999992370605,11.583000183105469,,True
IRAS 04181+2654,04 21 11.4688,+27 01 09.404,,G0-M3,YSO,Young Stellar Object,Y*O,04 21 11.4709,+27 01 09.390,27 01 09.4044,4 21 11.4689,0.0011414085109116923,0.030593707231488198,,,,,,16.222000122070312,12.647000312805176,10.34000015258789,,True
